d,p,logical_error_rate,total_fails,num_shots
3,0.005,0.012,12,1000
3,0.008,0.029,29,1000
3,0.012,0.049,49,1000
3,0.018,0.07,70,1000
3,0.028,0.112,112,1000
3,0.042,0.145,145,1000
3,0.065,0.219,219,1000
3,0.09,0.29,290,1000
3,0.11,0.316,316,1000
3,0.13,0.371,371,1000
3,0.15,0.401,401,1000
3,0.17,0.437,437,1000
3,0.19,0.476,476,1000
3,0.22,0.529,529,1000
3,0.26,0.571,571,1000
3,0.3,0.633,633,1000
5,0.005,0.027,27,1000
5,0.008,0.053,53,1000
5,0.012,0.076,76,1000
5,0.018,0.103,103,1000
5,0.028,0.156,156,1000
5,0.042,0.224,224,1000
5,0.065,0.317,317,1000
5,0.09,0.39,390,1000
5,0.11,0.484,484,1000
5,0.13,0.548,548,1000
5,0.15,0.557,557,1000
5,0.17,0.587,587,1000
5,0.19,0.591,591,1000
5,0.22,0.647,647,1000
5,0.26,0.669,669,1000
7,0.005,0.048,48,1000
7,0.008,0.061,61,1000
7,0.012,0.106,106,1000
7,0.018,0.15,150,1000
7,0.028,0.209,209,1000
7,0.042,0.273,273,1000
7,0.065,0.391,391,1000
7,0.09,0.466,466,1000
7,0.11,0.54,540,1000
7,0.13,0.583,583,1000
7,0.15,0.646,646,1000
7,0.17,0.697,697,1000
9,0.005,0.054,54,1000
9,0.008,0.094,94,1000
9,0.012,0.119,119,1000
9,0.018,0.179,179,1000
9,0.028,0.25,250,1000
9,0.042,0.388,388,1000
9,0.065,0.49,490,1000
9,0.09,0.557,557,1000
9,0.11,0.624,624,1000
9,0.13,0.656,656,1000
9,0.15,0.671,671,1000
11,0.005,0.069,69,1000
11,0.008,0.109,109,1000
11,0.012,0.135,135,1000
11,0.018,0.208,208,1000
11,0.028,0.299,299,1000
11,0.042,0.409,409,1000
11,0.065,0.532,532,1000
11,0.09,0.608,608,1000
11,0.11,0.641,641,1000
11,0.13,0.671,671,1000
13,0.005,0.092,92,1000
13,0.008,0.116,116,1000
13,0.012,0.179,179,1000
13,0.018,0.25,250,1000
13,0.028,0.315,315,1000
13,0.042,0.443,443,1000
13,0.065,0.56,560,1000
13,0.09,0.647,647,1000
13,0.11,0.674,674,1000
15,0.005,0.097,97,1000
15,0.008,0.154,154,1000
15,0.012,0.189,189,1000
15,0.018,0.278,278,1000
15,0.028,0.392,392,1000
15,0.042,0.494,494,1000
15,0.065,0.602,602,1000
15,0.09,0.669,669,1000
