d,p,logical_error_rate,total_fails,num_shots
3,0.005,0.014,14,1000
3,0.008,0.031,31,1000
3,0.012,0.047,47,1000
3,0.018,0.052,52,1000
3,0.028,0.111,111,1000
3,0.042,0.137,137,1000
3,0.065,0.233,233,1000
3,0.09,0.299,299,1000
3,0.11,0.321,321,1000
3,0.13,0.375,375,1000
3,0.15,0.399,399,1000
3,0.17,0.441,441,1000
3,0.19,0.479,479,1000
3,0.22,0.498,498,1000
3,0.26,0.542,542,1000
3,0.3,0.645,645,1000
5,0.005,0.027,27,1000
5,0.008,0.049,49,1000
5,0.012,0.076,76,1000
5,0.018,0.113,113,1000
5,0.028,0.167,167,1000
5,0.042,0.218,218,1000
5,0.065,0.328,328,1000
5,0.09,0.433,433,1000
5,0.11,0.485,485,1000
5,0.13,0.524,524,1000
5,0.15,0.544,544,1000
5,0.17,0.566,566,1000
5,0.19,0.583,583,1000
5,0.22,0.668,668,1000
7,0.005,0.056,56,1000
7,0.008,0.073,73,1000
7,0.012,0.104,104,1000
7,0.018,0.142,142,1000
7,0.028,0.238,238,1000
7,0.042,0.308,308,1000
7,0.065,0.392,392,1000
7,0.09,0.517,517,1000
7,0.11,0.575,575,1000
7,0.13,0.602,602,1000
7,0.15,0.62,620,1000
7,0.17,0.641,641,1000
7,0.19,0.656,656,1000
7,0.22,0.683,683,1000
9,0.005,0.05,50,1000
9,0.008,0.108,108,1000
9,0.012,0.128,128,1000
9,0.018,0.184,184,1000
9,0.028,0.248,248,1000
9,0.042,0.388,388,1000
9,0.065,0.492,492,1000
9,0.09,0.579,579,1000
9,0.11,0.622,622,1000
9,0.13,0.655,655,1000
9,0.15,0.679,679,1000
11,0.005,0.075,75,1000
11,0.008,0.096,96,1000
11,0.012,0.167,167,1000
11,0.018,0.223,223,1000
11,0.028,0.285,285,1000
11,0.042,0.442,442,1000
11,0.065,0.548,548,1000
11,0.09,0.596,596,1000
11,0.11,0.654,654,1000
11,0.13,0.662,662,1000
13,0.005,0.079,79,1000
13,0.008,0.162,162,1000
13,0.012,0.164,164,1000
13,0.018,0.238,238,1000
13,0.028,0.332,332,1000
13,0.042,0.464,464,1000
13,0.065,0.587,587,1000
13,0.09,0.611,611,1000
13,0.11,0.685,685,1000
15,0.005,0.097,97,1000
15,0.008,0.138,138,1000
15,0.012,0.2,200,1000
15,0.018,0.3,300,1000
15,0.028,0.377,377,1000
15,0.042,0.496,496,1000
15,0.065,0.581,581,1000
15,0.09,0.665,665,1000
17,0.005,0.103,103,1000
17,0.008,0.163,163,1000
17,0.012,0.218,218,1000
17,0.018,0.307,307,1000
17,0.028,0.435,435,1000
17,0.042,0.522,522,1000
17,0.065,0.611,611,1000
17,0.09,0.7,700,1000
19,0.005,0.097,97,1000
19,0.008,0.178,178,1000
19,0.012,0.252,252,1000
19,0.018,0.345,345,1000
19,0.028,0.427,427,1000
19,0.042,0.556,556,1000
19,0.065,0.661,661,1000
21,0.005,0.144,144,1000
21,0.008,0.183,183,1000
21,0.012,0.248,248,1000
21,0.018,0.346,346,1000
21,0.028,0.482,482,1000
21,0.042,0.569,569,1000
21,0.065,0.684,684,1000
